device_os,amt,gender,city_pop,job_age_group,category_city,hour_sin,hour_cos
,440.96,M,3979576.0,Clerk_26-35,Travel_Los Angeles,0.7071067811865476,-0.7071067811865475
,124.91,M,,Teacher_26-35,Entertainment_Test City,0.25881904510252074,0.9659258262890683
X11,290.19,F,2328000.0,Nurse_16-25,Travel_Houston,0.49999999999999994,-0.8660254037844387
,238.34,M,,Doctor_56-65,Entertainment_Test City,-0.2588190451025208,-0.9659258262890683
,346.49,F,,Clerk_26-35,Electronics_Test City,-0.9659258262890683,-0.25881904510252063
other,164.59,F,1680992.0,Nurse_26-35,Groceries_Phoenix,0.49999999999999994,0.8660254037844387
,390.33,M,1680992.0,Doctor_36-45,Apparel_Phoenix,0.258819045102521,-0.9659258262890682
,423.85,M,2716000.0,Artist_26-35,Electronics_Chicago,0.7071067811865475,0.7071067811865476
,388.59,F,,Clerk_16-25,,0.8660254037844386,0.5000000000000001
,63.97,F,,Clerk_26-35,Groceries_Test City,0.7071067811865475,0.7071067811865476
,444.42,M,,Lawyer_65+,Travel_Test City,-0.8660254037844384,-0.5000000000000004
,155.01,F,2328000.0,Teacher_56-65,Electronics_Houston,-1.0,-1.8369701987210297e-16
Windows,108.0,M,,Lawyer_65+,Apparel_Test City,-0.8660254037844384,-0.5000000000000004
,479.0,M,,Doctor_36-45,Entertainment_Test City,0.9659258262890683,0.25881904510252074
Windows,332.55,F,,Doctor_65+,Electronics_Test City,0.25881904510252074,0.9659258262890683
,55.95,M,,Clerk_26-35,Electronics_Test City,0.7071067811865475,0.7071067811865476
,62.03,M,,Engineer_65+,Apparel_Test City,0.8660254037844386,0.5000000000000001
,262.17,M,3979576.0,Teacher_46-55,Apparel_Los Angeles,-1.0,-1.8369701987210297e-16
macOS,449.04,F,,Engineer_56-65,Travel_Test City,0.8660254037844386,0.5000000000000001
,30.22,M,2716000.0,Engineer_56-65,Electronics_Chicago,-0.9659258262890683,-0.25881904510252063
Linux,399.96,M,,Doctor_36-45,Electronics_Test City,-0.9659258262890684,0.2588190451025203
,191.63,M,,Engineer_36-45,Apparel_Test City,-0.25881904510252157,0.9659258262890681
macOS,207.05,F,,Lawyer_56-65,Electronics_Test City,0.7071067811865475,0.7071067811865476
,323.63,F,,Lawyer_65+,Entertainment_Test City,-1.0,-1.8369701987210297e-16
,254.88,M,,Doctor_46-55,,-0.9659258262890684,0.2588190451025203
Windows,66.71,M,2716000.0,Clerk_16-25,Apparel_Chicago,0.0,1.0
Windows,329.2,F,,Teacher_36-45,Groceries_Test City,0.8660254037844387,-0.4999999999999998
,473.88,F,,Doctor_46-55,Travel_Test City,-0.25881904510252157,0.9659258262890681
,260.7,F,,Engineer_36-45,Travel_Test City,-0.4999999999999997,-0.8660254037844388
macOS,450.59,M,,Lawyer_56-65,Travel_Test City,0.8660254037844387,-0.4999999999999998
other,21.21,M,8419600.0,Clerk_46-55,Electronics_New York,-0.9659258262890683,-0.25881904510252063
Windows,435.21,F,,Doctor_65+,Electronics_Test City,0.258819045102521,-0.9659258262890682
other,1.68,M,3979576.0,Doctor_16-25,Groceries_Los Angeles,-0.8660254037844384,-0.5000000000000004
,274.89,M,1680992.0,Doctor_16-25,Electronics_Phoenix,0.49999999999999994,0.8660254037844387
,395.28,F,8419600.0,Clerk_56-65,Travel_New York,-0.25881904510252157,0.9659258262890681
X11,179.33,M,,Teacher_46-55,Travel_Test City,-0.9659258262890683,-0.25881904510252063
,356.32,F,,Lawyer_56-65,Entertainment_Test City,0.7071067811865476,-0.7071067811865475
,217.42,F,,Teacher_65+,Groceries_Test City,0.7071067811865475,0.7071067811865476
,82.84,M,,Clerk_65+,Groceries_Test City,0.7071067811865476,-0.7071067811865475
macOS,77.91,M,,Teacher_65+,Apparel_Test City,-0.4999999999999997,-0.8660254037844388
Windows,159.31,M,3979576.0,Nurse_36-45,Apparel_Los Angeles,0.9659258262890683,-0.25881904510252063
X11,276.46,M,,Lawyer_46-55,Apparel_Test City,0.25881904510252074,0.9659258262890683
X11,322.2,M,,Clerk_56-65,Electronics_Test City,-0.8660254037844386,0.5000000000000001
,349.92,F,,Lawyer_46-55,Travel_Test City,1.0,6.123233995736766e-17
other,17.99,M,,Teacher_65+,Electronics_Test City,1.0,6.123233995736766e-17
other,138.4,M,,Teacher_26-35,Electronics_Test City,0.25881904510252074,0.9659258262890683
,458.83,M,,Clerk_46-55,Travel_Test City,-1.0,-1.8369701987210297e-16
X11,415.5,F,,Teacher_46-55,Groceries_Test City,0.49999999999999994,0.8660254037844387
other,100.27,M,1680992.0,Clerk_26-35,Apparel_Phoenix,-0.7071067811865477,0.7071067811865474
,350.61,M,3979576.0,Clerk_26-35,Groceries_Los Angeles,1.2246467991473532e-16,-1.0
,2.6,M,,Teacher_46-55,Travel_Test City,-1.0,-1.8369701987210297e-16
X11,154.08,F,8419600.0,Engineer_46-55,Groceries_New York,-0.8660254037844384,-0.5000000000000004
Windows,414.73,M,,Lawyer_26-35,Apparel_Test City,-0.2588190451025208,-0.9659258262890683
,263.36,F,,Lawyer_65+,Apparel_Test City,-0.4999999999999997,-0.8660254037844388
other,227.53,F,1680992.0,Doctor_56-65,Travel_Phoenix,-0.7071067811865471,-0.7071067811865479
,135.25,F,,Clerk_16-25,Electronics_Test City,0.49999999999999994,-0.8660254037844387
Linux,467.06,F,,Teacher_26-35,Electronics_Test City,0.7071067811865475,0.7071067811865476
,495.18,F,2716000.0,Doctor_46-55,Electronics_Chicago,0.9659258262890683,-0.25881904510252063
,378.38,M,,Clerk_56-65,Electronics_Test City,0.7071067811865475,0.7071067811865476
,279.58,F,,Teacher_65+,Apparel_Test City,1.0,6.123233995736766e-17
Windows,234.33,F,,Lawyer_65+,Apparel_Test City,-0.9659258262890684,0.2588190451025203
,52.59,M,2328000.0,Lawyer_56-65,Electronics_Houston,0.9659258262890683,-0.25881904510252063
,441.52,F,,Engineer_36-45,Travel_Test City,-0.4999999999999997,-0.8660254037844388
Windows,422.0,F,2716000.0,Engineer_46-55,Groceries_Chicago,-0.7071067811865477,0.7071067811865474
,320.76,M,,Teacher_65+,Travel_Test City,0.7071067811865475,0.7071067811865476
macOS,435.73,M,2716000.0,Doctor_16-25,Electronics_Chicago,0.49999999999999994,0.8660254037844387
macOS,253.22,M,3979576.0,,Travel_Los Angeles,0.9659258262890683,0.25881904510252074
,216.95,M,2328000.0,Artist_46-55,Electronics_Houston,-0.8660254037844384,-0.5000000000000004
macOS,314.29,F,,Teacher_56-65,Apparel_Test City,-0.8660254037844386,0.5000000000000001
,432.51,F,,Lawyer_46-55,Travel_Test City,1.2246467991473532e-16,-1.0
,161.75,M,,Teacher_65+,Travel_Test City,-0.8660254037844384,-0.5000000000000004
,250.49,M,,Clerk_65+,Entertainment_Test City,-0.8660254037844384,-0.5000000000000004
,136.01,M,,Engineer_65+,Travel_Test City,-0.2588190451025208,-0.9659258262890683
,301.47,M,,Engineer_46-55,Travel_Test City,0.0,1.0
,324.47,M,8419600.0,Doctor_26-35,Travel_New York,-0.8660254037844386,0.5000000000000001
,105.54,M,,Engineer_36-45,Apparel_Test City,-0.7071067811865477,0.7071067811865474
,215.84,F,8419600.0,Lawyer_56-65,Entertainment_New York,-0.7071067811865471,-0.7071067811865479
Windows,234.57,F,,Teacher_56-65,Travel_Test City,0.8660254037844387,-0.4999999999999998
macOS,135.68,F,,Lawyer_26-35,Apparel_Test City,0.49999999999999994,0.8660254037844387
,214.99,M,,Engineer_46-55,Apparel_Test City,0.9659258262890683,-0.25881904510252063
,46.18,F,,Teacher_56-65,Apparel_Test City,-1.0,-1.8369701987210297e-16
,433.45,M,,Clerk_46-55,Entertainment_Test City,0.49999999999999994,-0.8660254037844387
,18.67,F,,Clerk_46-55,Electronics_Test City,0.7071067811865475,0.7071067811865476
Linux,454.71,M,,Clerk_46-55,Travel_Test City,0.25881904510252074,0.9659258262890683
Windows,167.25,F,,Clerk_36-45,Groceries_Test City,-0.7071067811865471,-0.7071067811865479
X11,185.67,F,,Teacher_46-55,Entertainment_Test City,0.7071067811865475,0.7071067811865476
,425.66,F,,Doctor_56-65,Groceries_Test City,0.258819045102521,-0.9659258262890682
,330.58,M,,Doctor_36-45,Travel_Test City,-0.8660254037844386,0.5000000000000001
,159.14,M,8419600.0,Lawyer_65+,Electronics_New York,0.9659258262890683,-0.25881904510252063
macOS,132.73,F,,Clerk_65+,Apparel_Test City,0.0,1.0
,470.23,F,,Teacher_26-35,Electronics_Test City,1.0,6.123233995736766e-17
,146.6,M,,Lawyer_26-35,Travel_Test City,0.25881904510252074,0.9659258262890683
,62.98,F,,Teacher_56-65,Groceries_Test City,0.7071067811865476,-0.7071067811865475
,431.73,F,,Engineer_36-45,Travel_Test City,0.7071067811865475,0.7071067811865476
macOS,84.81,M,,Clerk_46-55,Apparel_Test City,-0.2588190451025208,-0.9659258262890683
,168.83,F,2716000.0,Artist_26-35,,0.8660254037844386,0.5000000000000001
,205.55,F,,Doctor_26-35,Travel_Test City,-0.7071067811865477,0.7071067811865474
,130.6,F,,Doctor_36-45,Groceries_Test City,0.9659258262890683,0.25881904510252074
X11,143.31,M,,Doctor_65+,Entertainment_Test City,0.9659258262890683,-0.25881904510252063
Windows,102.56,M,2328000.0,Teacher_56-65,Travel_Houston,1.0,6.123233995736766e-17
,402.16,F,,Teacher_65+,Apparel_Test City,-0.7071067811865477,0.7071067811865474
,165.97,F,,Lawyer_26-35,Groceries_Test City,0.9659258262890683,-0.25881904510252063
,268.39,M,,Lawyer_65+,Travel_Test City,0.258819045102521,-0.9659258262890682
,78.78,M,,Doctor_36-45,Electronics_Test City,-0.9659258262890684,0.2588190451025203
Windows,320.86,M,8419600.0,Artist_26-35,Travel_New York,-0.7071067811865477,0.7071067811865474
Windows,155.53,F,,Lawyer_65+,Entertainment_Test City,0.258819045102521,-0.9659258262890682
,371.63,M,,Clerk_46-55,Electronics_Test City,-0.4999999999999997,-0.8660254037844388
Windows,43.93,F,1680992.0,Clerk_36-45,Electronics_Phoenix,0.8660254037844387,-0.4999999999999998
,280.77,F,,Doctor_46-55,Travel_Test City,-0.9659258262890684,0.2588190451025203
macOS,37.55,F,1680992.0,Artist_56-65,Travel_Phoenix,0.258819045102521,-0.9659258262890682
macOS,239.88,M,,Teacher_26-35,Travel_Test City,1.0,6.123233995736766e-17
other,395.74,F,,Teacher_56-65,Entertainment_Test City,0.9659258262890683,0.25881904510252074
macOS,214.76,F,,Teacher_65+,,0.0,1.0
,170.34,M,,Lawyer_46-55,Groceries_Test City,0.49999999999999994,-0.8660254037844387
,361.76,F,,Engineer_46-55,Apparel_Test City,0.25881904510252074,0.9659258262890683
,367.8,F,,Lawyer_56-65,Electronics_Test City,-0.8660254037844384,-0.5000000000000004
other,341.85,M,1680992.0,Doctor_46-55,Travel_Phoenix,0.258819045102521,-0.9659258262890682
,222.06,M,,Engineer_56-65,Apparel_Test City,0.9659258262890683,0.25881904510252074
Windows,288.9,M,,Lawyer_65+,Electronics_Test City,0.0,1.0
,112.37,F,,Lawyer_46-55,Groceries_Test City,-1.0,-1.8369701987210297e-16
,22.35,M,,Teacher_26-35,Electronics_Test City,-0.9659258262890684,0.2588190451025203
,414.31,F,2328000.0,Teacher_36-45,Apparel_Houston,-0.9659258262890683,-0.25881904510252063
,272.36,F,,Clerk_36-45,Electronics_Test City,0.8660254037844386,0.5000000000000001
X11,67.31,F,,Doctor_36-45,Electronics_Test City,0.49999999999999994,0.8660254037844387
,243.47,F,,Clerk_16-25,Groceries_Test City,-0.4999999999999997,-0.8660254037844388
X11,53.93,F,,Doctor_56-65,Apparel_Test City,-0.7071067811865477,0.7071067811865474
macOS,310.49,F,,Lawyer_65+,Electronics_Test City,-1.0,-1.8369701987210297e-16
Linux,3.57,F,,Doctor_65+,,0.25881904510252074,0.9659258262890683
X11,378.74,F,,Clerk_16-25,Electronics_Test City,-0.4999999999999997,-0.8660254037844388
X11,378.42,F,,Clerk_46-55,Travel_Test City,0.0,1.0
other,108.83,F,,Teacher_46-55,Groceries_Test City,-1.0,-1.8369701987210297e-16
other,5.49,M,,Teacher_65+,Electronics_Test City,0.8660254037844386,0.5000000000000001
,361.94,F,,Clerk_36-45,Groceries_Test City,0.8660254037844387,-0.4999999999999998
macOS,61.1,M,2716000.0,Artist_56-65,Apparel_Chicago,-1.0,-1.8369701987210297e-16
,168.09,F,,Engineer_46-55,Electronics_Test City,0.8660254037844387,-0.4999999999999998
,381.88,F,8419600.0,Engineer_26-35,Electronics_New York,0.25881904510252074,0.9659258262890683
,298.04,F,,Teacher_56-65,Electronics_Test City,0.9659258262890683,0.25881904510252074
Windows,23.69,M,,Lawyer_26-35,Apparel_Test City,0.8660254037844387,-0.4999999999999998
other,191.6,M,,Teacher_65+,Apparel_Test City,0.8660254037844386,0.5000000000000001
,83.55,M,,Engineer_65+,Travel_Test City,-0.5000000000000004,0.8660254037844384
,162.48,F,3979576.0,Clerk_36-45,Entertainment_Los Angeles,0.49999999999999994,-0.8660254037844387
Windows,161.94,M,,Engineer_65+,Electronics_Test City,1.0,6.123233995736766e-17
Linux,163.42,F,,Doctor_46-55,Electronics_Test City,0.49999999999999994,0.8660254037844387
,132.65,M,,Doctor_65+,Entertainment_Test City,0.8660254037844386,0.5000000000000001
Windows,242.05,F,2716000.0,Lawyer_36-45,Groceries_Chicago,-0.5000000000000004,0.8660254037844384
,41.28,M,,Engineer_36-45,Electronics_Test City,0.8660254037844386,0.5000000000000001
,38.14,F,1680992.0,Nurse_36-45,Groceries_Phoenix,-0.9659258262890684,0.2588190451025203
,86.13,F,,Doctor_56-65,Groceries_Test City,-0.25881904510252157,0.9659258262890681
,338.36,F,,Lawyer_26-35,Apparel_Test City,-0.25881904510252157,0.9659258262890681
Windows,346.05,F,,Teacher_65+,Electronics_Test City,1.2246467991473532e-16,-1.0
,222.96,M,,Engineer_36-45,Travel_Test City,0.0,1.0
,188.72,F,1680992.0,Clerk_46-55,Entertainment_Phoenix,-0.9659258262890684,0.2588190451025203
macOS,165.99,M,,Engineer_36-45,Travel_Test City,-0.2588190451025208,-0.9659258262890683
X11,248.43,M,,Engineer_56-65,Entertainment_Test City,0.49999999999999994,-0.8660254037844387
other,,F,8419600.0,Lawyer_46-55,Entertainment_New York,0.7071067811865476,-0.7071067811865475
,249.1,M,,Doctor_26-35,Electronics_Test City,0.8660254037844387,-0.4999999999999998
,327.83,M,,Engineer_36-45,Apparel_Test City,0.9659258262890683,-0.25881904510252063
,440.57,F,3979576.0,Lawyer_26-35,Entertainment_Los Angeles,-0.4999999999999997,-0.8660254037844388
other,281.68,M,,Engineer_36-45,Electronics_Test City,0.7071067811865476,-0.7071067811865475
,110.7,M,,Engineer_36-45,Electronics_Test City,1.0,6.123233995736766e-17
other,202.2,F,3979576.0,,Apparel_Los Angeles,-0.2588190451025208,-0.9659258262890683
,453.31,M,3979576.0,Nurse_65+,Apparel_Los Angeles,0.9659258262890683,0.25881904510252074
,228.37,F,2328000.0,Clerk_36-45,Entertainment_Houston,-0.8660254037844384,-0.5000000000000004
,224.76,M,1680992.0,Clerk_46-55,Apparel_Phoenix,-0.9659258262890684,0.2588190451025203
,337.42,F,,Engineer_46-55,Entertainment_Test City,0.7071067811865475,0.7071067811865476
macOS,131.76,F,,Clerk_36-45,Travel_Test City,0.258819045102521,-0.9659258262890682
,106.14,M,2328000.0,Artist_16-25,Groceries_Houston,-0.5000000000000004,0.8660254037844384
X11,101.5,F,,Teacher_36-45,Apparel_Test City,0.9659258262890683,-0.25881904510252063
other,6.73,F,,Lawyer_26-35,Electronics_Test City,0.9659258262890683,0.25881904510252074
Windows,226.62,M,,Lawyer_56-65,Electronics_Test City,-0.7071067811865477,0.7071067811865474
X11,401.04,M,,Lawyer_65+,Apparel_Test City,0.49999999999999994,-0.8660254037844387
,230.51,M,8419600.0,Lawyer_65+,Groceries_New York,-0.9659258262890684,0.2588190451025203
other,443.38,F,,Clerk_26-35,Travel_Test City,-0.2588190451025208,-0.9659258262890683
,371.92,M,3979576.0,Lawyer_16-25,Electronics_Los Angeles,1.2246467991473532e-16,-1.0
X11,175.49,M,,Doctor_26-35,Groceries_Test City,-0.9659258262890683,-0.25881904510252063
,200.58,M,,Engineer_56-65,Electronics_Test City,0.25881904510252074,0.9659258262890683
macOS,287.21,F,8419600.0,Artist_56-65,Electronics_New York,0.0,1.0
,475.31,M,3979576.0,Engineer_46-55,Travel_Los Angeles,0.7071067811865476,-0.7071067811865475
,67.17,F,2328000.0,Nurse_26-35,Electronics_Houston,0.0,1.0
,442.94,F,,Engineer_36-45,Entertainment_Test City,1.0,6.123233995736766e-17
,488.61,M,2328000.0,Nurse_26-35,Entertainment_Houston,-0.2588190451025208,-0.9659258262890683
,125.73,F,1680992.0,Lawyer_36-45,Apparel_Phoenix,1.0,6.123233995736766e-17
,205.15,F,,Doctor_36-45,Groceries_Test City,-0.8660254037844384,-0.5000000000000004
Linux,467.06,M,,Doctor_46-55,,-0.7071067811865477,0.7071067811865474
Windows,199.35,M,3979576.0,Nurse_26-35,Travel_Los Angeles,0.9659258262890683,-0.25881904510252063
,477.48,M,3979576.0,Teacher_56-65,Travel_Los Angeles,-0.25881904510252157,0.9659258262890681
,493.96,F,,Engineer_36-45,Apparel_Test City,0.9659258262890683,-0.25881904510252063
macOS,32.48,F,,Engineer_36-45,Groceries_Test City,0.49999999999999994,0.8660254037844387
,288.67,M,2716000.0,Doctor_46-55,Travel_Chicago,-0.25881904510252157,0.9659258262890681
,33.62,F,8419600.0,Doctor_26-35,Electronics_New York,-0.8660254037844386,0.5000000000000001
