device_os,amt,gender,city_pop,job_age_group,category_city,hour_sin,hour_cos
other,202.34,F,3979576,Clerk_56-65,Groceries_Los Angeles,0.866025403784439,-0.5
other,392.8,F,1680992,Artist_16-25,Apparel_Phoenix,0.965925826289068,0.258819045102521
Linux,41.71,F,3979576,Lawyer_56-65,Apparel_Los Angeles,0.965925826289068,0.258819045102521
macOS,182.93,F,8419600,Clerk_46-55,Groceries_Test City,-0.258819045102522,0.965925826289068
Windows,205.59,M,1680992,Teacher_26-35,Travel_Test City,-0.5,-0.866025403784439
Windows,82.63,F,2328000,Clerk_56-65,Electronics_Test City,-0.5,-0.866025403784439
other,204.17,F,1680992,Nurse_26-35,Groceries_Phoenix,0.5,0.866025403784439
other,185.14,F,2716000,Nurse_26-35,Travel_Chicago,0.5,-0.866025403784439
macOS,440.96,M,3979576,Clerk_26-35,Travel_Los Angeles,0.707106781186548,-0.707106781186547
Windows,124.91,M,3979576,Teacher_26-35,Entertainment_Test City,0.258819045102521,0.965925826289068
X11,290.19,F,2328000,Nurse_16-25,Travel_Houston,0.5,-0.866025403784439
Windows,238.34,M,3979576,Doctor_56-65,Entertainment_Test City,-0.258819045102521,-0.965925826289068
other,346.49,F,2328000,Clerk_26-35,Electronics_Test City,-0.965925826289068,-0.258819045102521
other,164.59,F,1680992,Nurse_26-35,Groceries_Phoenix,0.5,0.866025403784439
macOS,390.33,M,1680992,Doctor_36-45,Apparel_Phoenix,0.258819045102521,-0.965925826289068
macOS,423.85,M,2716000,Artist_26-35,Electronics_Chicago,0.707106781186547,0.707106781186548
other,388.59,F,2328000,Clerk_16-25,Electronics_Test City,0.866025403784439,0.5
Windows,63.97,F,8419600,Clerk_26-35,Groceries_Test City,0.707106781186547,0.707106781186548
Windows,444.42,M,1680992,Lawyer_65+,Travel_Test City,-0.866025403784438,-0.5
Windows,155.01,F,2328000,Teacher_56-65,Electronics_Houston,-1,-1.83880688453542e-16
Windows,108,M,2716000,Lawyer_65+,Apparel_Test City,-0.866025403784438,-0.5
other,479,M,3979576,Doctor_36-45,Entertainment_Test City,0.965925826289068,0.258819045102521
Windows,332.55,F,2328000,Doctor_65+,Electronics_Test City,0.258819045102521,0.965925826289068
macOS,55.95,M,2328000,Clerk_26-35,Electronics_Test City,0.707106781186547,0.707106781186548
macOS,62.03,M,2716000,Engineer_65+,Apparel_Test City,0.866025403784439,0.5
Windows,262.17,M,3979576,Teacher_46-55,Apparel_Los Angeles,-1,-1.83880688453542e-16
macOS,449.04,F,2716000,Engineer_56-65,Travel_Test City,0.866025403784439,0.5
Windows,30.22,M,2716000,Engineer_56-65,Electronics_Chicago,-0.965925826289068,-0.258819045102521
Linux,399.96,M,2328000,Doctor_36-45,Electronics_Test City,-0.965925826289069,0.25881904510252
macOS,191.63,M,2716000,Engineer_36-45,Apparel_Test City,-0.258819045102522,0.965925826289068
macOS,207.05,F,2328000,Lawyer_56-65,Electronics_Test City,0.707106781186547,0.707106781186548
other,323.63,F,3979576,Lawyer_65+,Entertainment_Test City,-1,-1.83880688453542e-16
other,254.88,M,2716000,Doctor_46-55,Groceries_Test City,-0.965925826289069,0.25881904510252
Windows,66.71,M,2716000,Clerk_16-25,Apparel_Chicago,0,1
Windows,329.2,F,8419600,Teacher_36-45,Groceries_Test City,0.866025403784439,-0.5
macOS,473.88,F,1680992,Doctor_46-55,Travel_Test City,-0.258819045102522,0.965925826289068
Windows,260.7,F,1680992,Engineer_36-45,Travel_Test City,-0.5,-0.866025403784439
macOS,450.59,M,3979576,Lawyer_56-65,Travel_Test City,0.866025403784439,-0.5
other,21.21,M,8419600,Clerk_46-55,Electronics_New York,-0.965925826289068,-0.258819045102521
Windows,435.21,F,2328000,Doctor_65+,Electronics_Test City,0.258819045102521,-0.965925826289068
other,1.68000000000001,M,3979576,Doctor_16-25,Groceries_Los Angeles,-0.866025403784438,-0.5
Windows,274.89,M,1680992,Doctor_16-25,Electronics_Phoenix,0.5,0.866025403784439
macOS,395.28,F,8419600,Clerk_56-65,Travel_New York,-0.258819045102522,0.965925826289068
X11,179.33,M,1680992,Teacher_46-55,Travel_Test City,-0.965925826289068,-0.258819045102521
macOS,356.32,F,3979576,Lawyer_56-65,Entertainment_Test City,0.707106781186548,-0.707106781186547
macOS,217.42,F,8419600,Teacher_65+,Groceries_Test City,0.707106781186547,0.707106781186548
macOS,82.84,M,8419600,Clerk_65+,Groceries_Test City,0.707106781186548,-0.707106781186547
macOS,77.91,M,8419600,Teacher_65+,Apparel_Test City,-0.5,-0.866025403784439
Windows,159.31,M,3979576,Nurse_36-45,Apparel_Los Angeles,0.965925826289068,-0.258819045102521
X11,276.46,M,2716000,Lawyer_46-55,Apparel_Test City,0.258819045102521,0.965925826289068
X11,322.2,M,2328000,Clerk_56-65,Electronics_Test City,-0.866025403784439,0.5
X11,349.92,F,1680992,Lawyer_46-55,Travel_Test City,1,6.15826833971767e-17
other,17.99,M,2328000,Teacher_65+,Electronics_Test City,1,6.15826833971767e-17
other,138.4,M,2328000,Teacher_26-35,Electronics_Test City,0.258819045102521,0.965925826289068
X11,458.83,M,1680992,Clerk_46-55,Travel_Test City,-1,-1.83880688453542e-16
X11,415.5,F,8419600,Teacher_46-55,Groceries_Test City,0.5,0.866025403784439
other,100.27,M,1680992,Clerk_26-35,Apparel_Phoenix,-0.707106781186548,0.707106781186547
X11,350.61,M,3979576,Clerk_26-35,Groceries_Los Angeles,1.22514845490862e-16,-1
X11,2.59999999999999,M,1680992,Teacher_46-55,Travel_Test City,-1,-1.83880688453542e-16
X11,154.08,F,8419600,Engineer_46-55,Groceries_New York,-0.866025403784438,-0.5
Windows,414.73,M,2716000,Lawyer_26-35,Apparel_Test City,-0.258819045102521,-0.965925826289068
other,263.36,F,2716000,Lawyer_65+,Apparel_Test City,-0.5,-0.866025403784439
other,227.53,F,1680992,Doctor_56-65,Travel_Phoenix,-0.707106781186547,-0.707106781186548
X11,135.25,F,2328000,Clerk_16-25,Electronics_Test City,0.5,-0.866025403784439
Linux,467.06,F,2328000,Teacher_26-35,Electronics_Test City,0.707106781186547,0.707106781186548
Windows,495.18,F,2716000,Doctor_46-55,Electronics_Chicago,0.965925826289068,-0.258819045102521
X11,378.38,M,2328000,Clerk_56-65,Electronics_Test City,0.707106781186547,0.707106781186548
Windows,279.58,F,2716000,Teacher_65+,Apparel_Test City,1,6.15826833971767e-17
Windows,234.33,F,2716000,Lawyer_65+,Apparel_Test City,-0.965925826289069,0.25881904510252
other,52.59,M,2328000,Lawyer_56-65,Electronics_Houston,0.965925826289068,-0.258819045102521
macOS,441.52,F,1680992,Engineer_36-45,Travel_Test City,-0.5,-0.866025403784439
Windows,422,F,2716000,Engineer_46-55,Groceries_Chicago,-0.707106781186548,0.707106781186547
other,320.76,M,1680992,Teacher_65+,Travel_Test City,0.707106781186547,0.707106781186548
macOS,435.73,M,2716000,Doctor_16-25,Electronics_Chicago,0.5,0.866025403784439
macOS,253.22,M,3979576,Clerk_65+,Travel_Los Angeles,0.965925826289068,0.258819045102521
X11,216.95,M,2328000,Artist_46-55,Electronics_Houston,-0.866025403784438,-0.5
macOS,314.29,F,2716000,Teacher_56-65,Apparel_Test City,-0.866025403784439,0.5
macOS,432.51,F,1680992,Lawyer_46-55,Travel_Test City,1.22514845490862e-16,-1
Linux,161.75,M,1680992,Teacher_65+,Travel_Test City,-0.866025403784438,-0.5
macOS,250.49,M,3979576,Clerk_65+,Entertainment_Test City,-0.866025403784438,-0.5
Windows,136.01,M,1680992,Engineer_65+,Travel_Test City,-0.258819045102521,-0.965925826289068
macOS,301.47,M,1680992,Engineer_46-55,Travel_Test City,0,1
macOS,324.47,M,8419600,Doctor_26-35,Travel_New York,-0.866025403784439,0.5
X11,105.54,M,2716000,Engineer_36-45,Apparel_Test City,-0.707106781186548,0.707106781186547
other,215.84,F,8419600,Lawyer_56-65,Entertainment_New York,-0.707106781186547,-0.707106781186548
Windows,234.57,F,1680992,Teacher_56-65,Travel_Test City,0.866025403784439,-0.5
macOS,135.68,F,2716000,Lawyer_26-35,Apparel_Test City,0.5,0.866025403784439
Windows,214.99,M,2716000,Engineer_46-55,Apparel_Test City,0.965925826289068,-0.258819045102521
macOS,46.18,F,2716000,Teacher_56-65,Apparel_Test City,-1,-1.83880688453542e-16
other,433.45,M,3979576,Clerk_46-55,Entertainment_Test City,0.5,-0.866025403784439
Linux,18.67,F,2328000,Clerk_46-55,Electronics_Test City,0.707106781186547,0.707106781186548
Linux,454.71,M,1680992,Clerk_46-55,Travel_Test City,0.258819045102521,0.965925826289068
Windows,167.25,F,2328000,Clerk_36-45,Groceries_Test City,-0.707106781186547,-0.707106781186548
X11,185.67,F,3979576,Teacher_46-55,Entertainment_Test City,0.707106781186547,0.707106781186548
macOS,425.66,F,8419600,Doctor_56-65,Groceries_Test City,0.258819045102521,-0.965925826289068
Windows,330.58,M,1680992,Doctor_36-45,Travel_Test City,-0.866025403784439,0.5
Windows,159.14,M,8419600,Lawyer_65+,Electronics_New York,0.965925826289068,-0.258819045102521
macOS,132.73,F,2716000,Clerk_65+,Apparel_Test City,0,1
other,470.23,F,2328000,Teacher_26-35,Electronics_Test City,1,6.15826833971767e-17
macOS,146.6,M,2716000,Lawyer_26-35,Travel_Test City,0.258819045102521,0.965925826289068
other,62.98,F,8419600,Teacher_56-65,Groceries_Test City,0.707106781186548,-0.707106781186547
other,431.73,F,1680992,Engineer_36-45,Travel_Test City,0.707106781186547,0.707106781186548
macOS,84.81,M,2716000,Clerk_46-55,Apparel_Test City,-0.258819045102521,-0.965925826289068
Windows,168.83,F,2716000,Artist_26-35,Groceries_Chicago,0.866025403784439,0.5
other,205.55,F,1680992,Doctor_26-35,Travel_Test City,-0.707106781186548,0.707106781186547
Linux,130.6,F,8419600,Doctor_36-45,Groceries_Test City,0.965925826289068,0.258819045102521
X11,143.31,M,3979576,Doctor_65+,Entertainment_Test City,0.965925826289068,-0.258819045102521
Windows,102.56,M,2328000,Teacher_56-65,Travel_Houston,1,6.15826833971767e-17
other,402.16,F,2716000,Teacher_65+,Apparel_Test City,-0.707106781186548,0.707106781186547
macOS,165.97,F,8419600,Lawyer_26-35,Groceries_Test City,0.965925826289068,-0.258819045102521
Windows,268.39,M,1680992,Lawyer_65+,Travel_Test City,0.258819045102521,-0.965925826289068
other,78.78,M,2328000,Doctor_36-45,Electronics_Test City,-0.965925826289069,0.25881904510252
Windows,320.86,M,8419600,Artist_26-35,Travel_New York,-0.707106781186548,0.707106781186547
Windows,155.53,F,3979576,Lawyer_65+,Entertainment_Test City,0.258819045102521,-0.965925826289068
other,371.63,M,2328000,Clerk_46-55,Electronics_Test City,-0.5,-0.866025403784439
Windows,43.93,F,1680992,Clerk_36-45,Electronics_Phoenix,0.866025403784439,-0.5
macOS,280.77,F,1680992,Doctor_46-55,Travel_Test City,-0.965925826289069,0.25881904510252
macOS,37.55,F,1680992,Artist_56-65,Travel_Phoenix,0.258819045102521,-0.965925826289068
macOS,239.88,M,1680992,Teacher_26-35,Travel_Test City,1,6.15826833971767e-17
other,395.74,F,3979576,Teacher_56-65,Entertainment_Test City,0.965925826289068,0.258819045102521
macOS,214.76,F,3979576,Teacher_65+,Travel_Test City,0,1
other,170.34,M,8419600,Lawyer_46-55,Groceries_Test City,0.5,-0.866025403784439
Windows,361.76,F,2716000,Engineer_46-55,Apparel_Test City,0.258819045102521,0.965925826289068
Windows,367.8,F,2328000,Lawyer_56-65,Electronics_Test City,-0.866025403784438,-0.5
other,341.85,M,1680992,Doctor_46-55,Travel_Phoenix,0.258819045102521,-0.965925826289068
other,222.06,M,2716000,Engineer_56-65,Apparel_Test City,0.965925826289068,0.258819045102521
Windows,288.9,M,2716000,Lawyer_65+,Electronics_Test City,0,1
Windows,112.37,F,8419600,Lawyer_46-55,Groceries_Test City,-1,-1.83880688453542e-16
Linux,22.35,M,2328000,Teacher_26-35,Electronics_Test City,-0.965925826289069,0.25881904510252
macOS,414.31,F,2328000,Teacher_36-45,Apparel_Houston,-0.965925826289068,-0.258819045102521
Windows,272.36,F,2328000,Clerk_36-45,Electronics_Test City,0.866025403784439,0.5
X11,67.31,F,2328000,Doctor_36-45,Electronics_Test City,0.5,0.866025403784439
other,243.47,F,8419600,Clerk_16-25,Groceries_Test City,-0.5,-0.866025403784439
X11,53.93,F,2716000,Doctor_56-65,Apparel_Test City,-0.707106781186548,0.707106781186547
macOS,310.49,F,2328000,Lawyer_65+,Electronics_Test City,-1,-1.83880688453542e-16
Linux,3.56999999999999,F,2716000,Doctor_65+,Electronics_Test City,0.258819045102521,0.965925826289068
X11,378.74,F,2328000,Clerk_16-25,Electronics_Test City,-0.5,-0.866025403784439
X11,378.42,F,2328000,Clerk_46-55,Travel_Test City,0,1
other,108.83,F,8419600,Teacher_46-55,Groceries_Test City,-1,-1.83880688453542e-16
other,5.49000000000001,M,2328000,Teacher_65+,Electronics_Test City,0.866025403784439,0.5
Windows,361.94,F,8419600,Clerk_36-45,Groceries_Test City,0.866025403784439,-0.5
macOS,61.1,M,2716000,Artist_56-65,Apparel_Chicago,-1,-1.83880688453542e-16
Linux,168.09,F,2328000,Engineer_46-55,Electronics_Test City,0.866025403784439,-0.5
macOS,381.88,F,8419600,Engineer_26-35,Electronics_New York,0.258819045102521,0.965925826289068
macOS,298.04,F,2328000,Teacher_56-65,Electronics_Test City,0.965925826289068,0.258819045102521
Windows,23.69,M,2716000,Lawyer_26-35,Apparel_Test City,0.866025403784439,-0.5
other,191.6,M,2716000,Teacher_65+,Apparel_Test City,0.866025403784439,0.5
Linux,83.55,M,1680992,Engineer_65+,Travel_Test City,-0.5,0.866025403784438
macOS,162.48,F,3979576,Clerk_36-45,Entertainment_Los Angeles,0.5,-0.866025403784439
Windows,161.94,M,2328000,Engineer_65+,Electronics_Test City,1,6.15826833971767e-17
Linux,163.42,F,2328000,Doctor_46-55,Electronics_Test City,0.5,0.866025403784439
Windows,132.65,M,3979576,Doctor_65+,Entertainment_Test City,0.866025403784439,0.5
Windows,242.05,F,2716000,Lawyer_36-45,Groceries_Chicago,-0.5,0.866025403784438
other,41.28,M,2328000,Engineer_36-45,Electronics_Test City,0.866025403784439,0.5
macOS,38.14,F,1680992,Nurse_36-45,Groceries_Phoenix,-0.965925826289069,0.25881904510252
other,86.13,F,8419600,Doctor_56-65,Groceries_Test City,-0.258819045102522,0.965925826289068
macOS,338.36,F,2716000,Lawyer_26-35,Apparel_Test City,-0.258819045102522,0.965925826289068
Windows,346.05,F,2328000,Teacher_65+,Electronics_Test City,1.22514845490862e-16,-1
Windows,222.96,M,1680992,Engineer_36-45,Travel_Test City,0,1
other,188.72,F,1680992,Clerk_46-55,Entertainment_Phoenix,-0.965925826289069,0.25881904510252
macOS,165.99,M,1680992,Engineer_36-45,Travel_Test City,-0.258819045102521,-0.965925826289068
X11,248.43,M,3979576,Engineer_56-65,Entertainment_Test City,0.5,-0.866025403784439
other,364.7,F,8419600,Lawyer_46-55,Entertainment_New York,0.707106781186548,-0.707106781186547
Windows,249.1,M,2328000,Doctor_26-35,Electronics_Test City,0.866025403784439,-0.5
Linux,327.83,M,2328000,Engineer_36-45,Apparel_Test City,0.965925826289068,-0.258819045102521
macOS,440.57,F,3979576,Lawyer_26-35,Entertainment_Los Angeles,-0.5,-0.866025403784439
other,281.68,M,2328000,Engineer_36-45,Electronics_Test City,0.707106781186548,-0.707106781186547
other,110.7,M,2328000,Engineer_36-45,Electronics_Test City,1,6.15826833971767e-17
other,202.2,F,3979576,Nurse_65+,Apparel_Los Angeles,-0.258819045102521,-0.965925826289068
other,453.31,M,3979576,Nurse_65+,Apparel_Los Angeles,0.965925826289068,0.258819045102521
Windows,228.37,F,2328000,Clerk_36-45,Entertainment_Houston,-0.866025403784438,-0.5
other,224.76,M,1680992,Clerk_46-55,Apparel_Phoenix,-0.965925826289069,0.25881904510252
Windows,337.42,F,3979576,Engineer_46-55,Entertainment_Test City,0.707106781186547,0.707106781186548
macOS,131.76,F,1680992,Clerk_36-45,Travel_Test City,0.258819045102521,-0.965925826289068
Windows,106.14,M,2328000,Artist_16-25,Groceries_Houston,-0.5,0.866025403784438
X11,101.5,F,2716000,Teacher_36-45,Apparel_Test City,0.965925826289068,-0.258819045102521
other,6.72999999999999,F,2328000,Lawyer_26-35,Electronics_Test City,0.965925826289068,0.258819045102521
Windows,226.62,M,2328000,Lawyer_56-65,Electronics_Test City,-0.707106781186548,0.707106781186547
X11,401.04,M,1680992,Lawyer_65+,Apparel_Test City,0.5,-0.866025403784439
Windows,230.51,M,8419600,Lawyer_65+,Groceries_New York,-0.965925826289069,0.25881904510252
other,443.38,F,1680992,Clerk_26-35,Travel_Test City,-0.258819045102521,-0.965925826289068
other,371.92,M,3979576,Lawyer_16-25,Electronics_Los Angeles,1.22514845490862e-16,-1
X11,175.49,M,8419600,Doctor_26-35,Groceries_Test City,-0.965925826289068,-0.258819045102521
Windows,200.58,M,2328000,Engineer_56-65,Electronics_Test City,0.258819045102521,0.965925826289068
macOS,287.21,F,8419600,Artist_56-65,Electronics_New York,0,1
Linux,475.31,M,3979576,Engineer_46-55,Travel_Los Angeles,0.707106781186548,-0.707106781186547
Windows,67.17,F,2328000,Nurse_26-35,Electronics_Houston,0,1
Windows,442.94,F,3979576,Engineer_36-45,Entertainment_Test City,1,6.15826833971767e-17
other,488.61,M,2328000,Nurse_26-35,Entertainment_Houston,-0.258819045102521,-0.965925826289068
Windows,125.73,F,1680992,Lawyer_36-45,Apparel_Phoenix,1,6.15826833971767e-17
other,205.15,F,8419600,Doctor_36-45,Groceries_Test City,-0.866025403784438,-0.5
Linux,467.06,M,2328000,Doctor_46-55,Apparel_Test City,-0.707106781186548,0.707106781186547
Windows,199.35,M,3979576,Nurse_26-35,Travel_Los Angeles,0.965925826289068,-0.258819045102521
macOS,477.48,M,3979576,Teacher_56-65,Travel_Los Angeles,-0.258819045102522,0.965925826289068
macOS,493.96,F,2716000,Engineer_36-45,Apparel_Test City,0.965925826289068,-0.258819045102521
macOS,32.48,F,3979576,Engineer_36-45,Groceries_Test City,0.5,0.866025403784439
Linux,288.67,M,2716000,Doctor_46-55,Travel_Chicago,-0.258819045102522,0.965925826289068
other,33.62,F,8419600,Doctor_26-35,Electronics_New York,-0.866025403784439,0.5
other,485.15,F,8419600,Lawyer_65+,Groceries_Test City,0.965925826289068,0.258819045102521
macOS,15.54,M,8419600,Lawyer_56-65,Groceries_Test City,-0.707106781186548,0.707106781186547
Windows,367.73,F,2716000,Doctor_65+,Apparel_Test City,1.22514845490862e-16,-1
